"Occurrences","Words","Cluster","Color","Cluster_Label","Cluster_Frequency","btw_centrality","clos_centrality","pagerank_centrality"
15,"electronic commerce",2,"#377EB880","big data",7357,101.297911346676,0.000514933058702369,0.000505460968561115
15,"enterprise data",2,"#377EB880","big data",7357,151.970586441454,0.000515463917525773,0.000527636139630973
15,"medical data",2,"#377EB880","big data",7357,137.540149138814,0.000518134715025907,0.000567584724163787
15,"nosql",2,"#377EB880","big data",7357,185.669510166725,0.000516528925619835,0.000532081422593137
15,"open source software",2,"#377EB880","big data",7357,468.205622797274,0.000529380624669137,0.000655083780741478
15,"pipeline processing systems",2,"#377EB880","big data",7357,186.963109603435,0.000519480519480519,0.000573991604974793
15,"state of the art",2,"#377EB880","big data",7357,198.015414946293,0.000516528925619835,0.000458013933244591
15,"wireless sensor networks",2,"#377EB880","big data",7357,237.477405055825,0.000520833333333333,0.000549249535482419
288,"artificial intelligence",3,"#4DAF4A80","artificial intelligence",2664,4572.01739505683,0.000568181818181818,0.00967947326669073
223,"machine learning",3,"#4DAF4A80","artificial intelligence",2664,4824.91740215973,0.000573394495412844,0.00833320670945705
185,"human",3,"#4DAF4A80","artificial intelligence",2664,1390.15395063074,0.000547945205479452,0.00760440315718378
105,"humans",3,"#4DAF4A80","artificial intelligence",2664,705.120875802489,0.000535618639528656,0.00455883118963711
97,"article",3,"#4DAF4A80","artificial intelligence",2664,966.600779188337,0.000542299349240781,0.00396062575308896
91,"data privacy",3,"#4DAF4A80","artificial intelligence",2664,2792.29762928817,0.000561482313307131,0.00327613462361492
75,"risk assessment",3,"#4DAF4A80","artificial intelligence",2664,3279.38454996308,0.000567214974475326,0.00273139893254554
77,"health care",3,"#4DAF4A80","artificial intelligence",2664,1599.80414050885,0.000549450549450549,0.00288321433835089
67,"diagnosis",3,"#4DAF4A80","artificial intelligence",2664,1536.01518858118,0.000547345374931582,0.00285001093672728
58,"electronic health record",3,"#4DAF4A80","artificial intelligence",2664,749.741220488216,0.000535618639528656,0.00245289679601364
60,"quality control",3,"#4DAF4A80","artificial intelligence",2664,2751.21013622636,0.000564334085778781,0.00209367203201384
61,"review",3,"#4DAF4A80","artificial intelligence",2664,539.46520096537,0.000529380624669137,0.00282223658225207
56,"procedures",3,"#4DAF4A80","artificial intelligence",2664,553.893664538185,0.000531067445565587,0.0023772668184216
52,"personalized medicine",3,"#4DAF4A80","artificial intelligence",2664,292.26661832049,0.000523560209424084,0.00257675319502842
52,"algorithm",3,"#4DAF4A80","artificial intelligence",2664,1395.02847191715,0.000547045951859956,0.00228979046034989
44,"decision support system",3,"#4DAF4A80","artificial intelligence",2664,1135.27614165401,0.000543478260869565,0.00187954809623682
38,"prediction",3,"#4DAF4A80","artificial intelligence",2664,641.145922633155,0.000533902829684997,0.00173556335917594
35,"clinical decision making",3,"#4DAF4A80","artificial intelligence",2664,402.151057035742,0.000527983104540655,0.00181398566157159
37,"medical computing",3,"#4DAF4A80","artificial intelligence",2664,469.418157408244,0.000531067445565587,0.00156741975052361
35,"data processing",3,"#4DAF4A80","artificial intelligence",2664,1207.6943180322,0.000543773790103317,0.00127465001505303
23,"female",3,"#4DAF4A80","artificial intelligence",2664,466.052076754281,0.000529661016949153,0.00124336512787923
34,"large language model",3,"#4DAF4A80","artificial intelligence",2664,1447.92481290803,0.00055005500550055,0.00144907805737189
33,"natural language processing",3,"#4DAF4A80","artificial intelligence",2664,964.860904671253,0.000540540540540541,0.00157321566204605
33,"diseases",3,"#4DAF4A80","artificial intelligence",2664,824.34543801016,0.000539083557951483,0.00155452324315457
32,"convolutional neural network",3,"#4DAF4A80","artificial intelligence",2664,576.022274830864,0.000529100529100529,0.00143430268967179
21,"male",3,"#4DAF4A80","artificial intelligence",2664,466.913706544028,0.000529380624669137,0.00122580341761192
29,"clinical research",3,"#4DAF4A80","artificial intelligence",2664,561.593683737386,0.000530503978779841,0.00140024845162216
26,"systematic review",3,"#4DAF4A80","artificial intelligence",2664,964.487849894078,0.000539665407447383,0.00112928146691532
20,"adult",3,"#4DAF4A80","artificial intelligence",2664,271.324419479422,0.000523286237571952,0.00100023398266935
27,"controlled study",3,"#4DAF4A80","artificial intelligence",2664,655.401049653835,0.000534188034188034,0.00130231548561289
24,"patient monitoring",3,"#4DAF4A80","artificial intelligence",2664,453.677538740496,0.000528541226215645,0.00129923672946409
22,"public health",3,"#4DAF4A80","artificial intelligence",2664,322.349547843784,0.000525762355415352,0.000965095844555463
26,"simulation",3,"#4DAF4A80","artificial intelligence",2664,634.700627445917,0.000533049040511727,0.0012043753591228
25,"artificial neural network",3,"#4DAF4A80","artificial intelligence",2664,751.55451530374,0.000537634408602151,0.00122400711938395
23,"bioinformatics",3,"#4DAF4A80","artificial intelligence",2664,329.126585718497,0.000524658971668416,0.000855032080397572
17,"software",3,"#4DAF4A80","artificial intelligence",2664,260.514704764373,0.000520020800832033,0.000663247165442244
15,"telemedicine",3,"#4DAF4A80","artificial intelligence",2664,328.318025331941,0.000526870389884088,0.000775336148441611
22,"information processing",3,"#4DAF4A80","artificial intelligence",2664,633.276185862055,0.000533049040511727,0.0010639697409207
22,"internet",3,"#4DAF4A80","artificial intelligence",2664,653.572328718957,0.000533617929562433,0.000859834593452673
22,"sensor",3,"#4DAF4A80","artificial intelligence",2664,491.986589824641,0.000531914893617021,0.00100620332838005
22,"wearable sensors",3,"#4DAF4A80","artificial intelligence",2664,496.008102192527,0.000530222693531283,0.000949692358757348
21,"medical imaging",3,"#4DAF4A80","artificial intelligence",2664,505.369383717224,0.000530785562632696,0.000864797681826436
21,"therapy",3,"#4DAF4A80","artificial intelligence",2664,243.438488419876,0.000520562207183758,0.0011618846944449
20,"clinical decision support system",3,"#4DAF4A80","artificial intelligence",2664,263.747269348815,0.000523286237571952,0.00118716104724626
20,"image analysis",3,"#4DAF4A80","artificial intelligence",2664,410.930211707376,0.000526038926880589,0.000854382347027434
19,"treatment outcome",3,"#4DAF4A80","artificial intelligence",2664,152.786590139535,0.000514933058702369,0.00108922818444262
19,"covid-19",3,"#4DAF4A80","artificial intelligence",2664,235.145218922981,0.000522466039707419,0.000900863906224746
18,"diagnostic accuracy",3,"#4DAF4A80","artificial intelligence",2664,181.54960373938,0.000517330574236937,0.00105578700290598
19,"health data",3,"#4DAF4A80","artificial intelligence",2664,361.226152758739,0.0005249343832021,0.000828747975352222
19,"health monitoring",3,"#4DAF4A80","artificial intelligence",2664,563.367827194184,0.00053276505061268,0.00080174210442575
19,"patient care",3,"#4DAF4A80","artificial intelligence",2664,334.35817115475,0.000525762355415352,0.000971973579201158
18,"algorithms",3,"#4DAF4A80","artificial intelligence",2664,404.089023353944,0.000528262017960909,0.000939557476735267
18,"federated learning",3,"#4DAF4A80","artificial intelligence",2664,283.276091832374,0.000523834468308015,0.000799087356127084
17,"robotics",3,"#4DAF4A80","artificial intelligence",2664,375.535468767468,0.000526592943654555,0.000721113634351586
16,"workflow",3,"#4DAF4A80","artificial intelligence",2664,235.398621505661,0.000521648408972353,0.000877115707099022
17,"augmented reality",3,"#4DAF4A80","artificial intelligence",2664,389.15601713167,0.000527704485488127,0.000767879119211225
17,"data interoperability",3,"#4DAF4A80","artificial intelligence",2664,342.895805866361,0.000522739153162572,0.000745300380264534
17,"healthcare systems",3,"#4DAF4A80","artificial intelligence",2664,349.435743674892,0.000524383848977452,0.000749084819973479
17,"patient treatment",3,"#4DAF4A80","artificial intelligence",2664,563.356404613202,0.00053276505061268,0.000927545347276806
16,"explainable artificial intelligence",3,"#4DAF4A80","artificial intelligence",2664,363.324617188763,0.000525486074619023,0.000823793779556906
16,"reliability",3,"#4DAF4A80","artificial intelligence",2664,559.04711538826,0.000534473543559594,0.00085246292494737
16,"standardization",3,"#4DAF4A80","artificial intelligence",2664,765.197989700753,0.000535045478865704,0.000755271995574507
15,"hospitals",3,"#4DAF4A80","artificial intelligence",2664,403.417363216782,0.000529100529100529,0.000704535705513905
15,"signal processing",3,"#4DAF4A80","artificial intelligence",2664,485.332720409656,0.000528541226215645,0.000703284882181826
302,"learning systems",4,"#984EA380","learning systems",5142,4268.04748884006,0.000568828213879408,0.0110135285713315
213,"deep learning",4,"#984EA380","learning systems",5142,3672.52295909614,0.00056657223796034,0.00798060058512774
205,"data fusion",4,"#984EA380","learning systems",5142,4316.84505004677,0.000571428571428571,0.00582600832742145
205,"machine-learning",4,"#984EA380","learning systems",5142,4275.73271500396,0.0005720823798627,0.00704852977758511
188,"decision support systems",4,"#984EA380","learning systems",5142,5660.50786223269,0.0005824111822947,0.00651179159384041
156,"real time systems",4,"#984EA380","learning systems",5142,3669.70899487782,0.000571102227298686,0.00514593400986017
143,"remote sensing",4,"#984EA380","learning systems",5142,2221.88479887244,0.000554938956714761,0.00436027652177201
153,"sensor data fusion",4,"#984EA380","learning systems",5142,2502.93163064654,0.000558347292015634,0.0047618207466812
121,"behavioral research",4,"#984EA380","learning systems",5142,3512.06441971208,0.0005720823798627,0.00438296995995213
111,"learning algorithms",4,"#984EA380","learning systems",5142,3883.05833614365,0.000576036866359447,0.0045011107197539
101,"forecasting",4,"#984EA380","learning systems",5142,3274.31048700283,0.000565291124929339,0.0037175739893219
36,"precision agriculture",4,"#984EA380","learning systems",5142,490.971859131542,0.000532197977647685,0.001281982180137
59,"decision supports",4,"#984EA380","learning systems",5142,1529.40340039472,0.000554323725055432,0.00210259176685771
42,"autonomous vehicles",4,"#984EA380","learning systems",5142,515.354036865934,0.000531067445565587,0.00144860654084437
56,"intelligent systems",4,"#984EA380","learning systems",5142,1557.90498753107,0.000551571980143409,0.00198727712437654
53,"multi-sources",4,"#984EA380","learning systems",5142,1445.54982166162,0.000549450549450549,0.00171831132472859
51,"distributed computer systems",4,"#984EA380","learning systems",5142,1582.35711960115,0.000550964187327824,0.00166106207397854
48,"remote-sensing",4,"#984EA380","learning systems",5142,591.53055613202,0.000533617929562433,0.00170810173892638
47,"multi-modal",4,"#984EA380","learning systems",5142,1538.54518858376,0.000550964187327824,0.00174864163396653
38,"environmental monitoring",4,"#984EA380","learning systems",5142,756.023635038094,0.000537345513164965,0.00134907174349927
44,"mapping",4,"#984EA380","learning systems",5142,1733.955858864,0.000553097345132743,0.00150325812373287
42,"complex networks",4,"#984EA380","learning systems",5142,1151.18148912644,0.000543773790103317,0.00157177224216017
42,"disasters",4,"#984EA380","learning systems",5142,1059.10507773352,0.000542593597395551,0.00162179162218352
42,"monitoring",4,"#984EA380","learning systems",5142,1039.15998274201,0.000539665407447383,0.00135270297664412
40,"reinforcement learning",4,"#984EA380","learning systems",5142,745.207902423521,0.000537345513164965,0.00143047896674143
39,"classification (of information)",4,"#984EA380","learning systems",5142,1249.16015275966,0.000546746856205577,0.00138150027772086
37,"neural networks",4,"#984EA380","learning systems",5142,1172.83693633329,0.000546746856205577,0.00134532387745954
37,"sensor fusion",4,"#984EA380","learning systems",5142,778.520753266108,0.000534188034188034,0.00152090772097108
37,"support systems",4,"#984EA380","learning systems",5142,962.454509349509,0.000543478260869565,0.00150273597197959
36,"commerce",4,"#984EA380","learning systems",5142,319.314480148779,0.000523286237571952,0.00121909994179792
36,"convolutional neural networks",4,"#984EA380","learning systems",5142,638.319329944053,0.000535045478865704,0.0013697855847531
36,"geographic information systems",4,"#984EA380","learning systems",5142,811.318239122865,0.000539083557951483,0.00138329244222943
35,"antennas",4,"#984EA380","learning systems",5142,818.807932357189,0.000542299349240781,0.00140618508129108
33,"climate change",4,"#984EA380","learning systems",5142,928.924378769433,0.000537923614846692,0.00121875830888303
35,"crops",4,"#984EA380","learning systems",5142,280.468646566404,0.000524658971668416,0.00143539060527475
35,"disaster prevention",4,"#984EA380","learning systems",5142,617.385569207715,0.000533333333333333,0.00144035255174348
35,"predictive models",4,"#984EA380","learning systems",5142,1153.53085548196,0.000545553737043099,0.0014147845268947
33,"image processing",4,"#984EA380","learning systems",5142,666.915697670067,0.00053134962805526,0.00115308188729897
33,"optical data processing",4,"#984EA380","learning systems",5142,171.920213845802,0.0005175983436853,0.000865017552865271
33,"unmanned aerial vehicles (uav)",4,"#984EA380","learning systems",5142,527.461806354925,0.000531914893617021,0.00131198553345815
32,"neural-networks",4,"#984EA380","learning systems",5142,922.456305682131,0.000541711809317443,0.00108540521029653
31,"emergency services",4,"#984EA380","learning systems",5142,809.546191266581,0.000538793103448276,0.0012613677833826
30,"feature extraction",4,"#984EA380","learning systems",5142,910.308346470306,0.00053850296176629,0.00127616463959239
31,"interactive computer systems",4,"#984EA380","learning systems",5142,812.900956570874,0.000539374325782093,0.00119888292787217
31,"modal analysis",4,"#984EA380","learning systems",5142,807.483248974168,0.000539083557951483,0.00113359011774223
31,"reinforcement learnings",4,"#984EA380","learning systems",5142,623.665566839989,0.00053475935828877,0.00119749038833598
29,"computational efficiency",4,"#984EA380","learning systems",5142,1011.95952172829,0.000545553737043099,0.00115131487176325
29,"military applications",4,"#984EA380","learning systems",5142,345.385055313343,0.000526315789473684,0.000871424136526072
29,"monitoring system",4,"#984EA380","learning systems",5142,549.404505222337,0.000531632110579479,0.000928449233935887
29,"object detection",4,"#984EA380","learning systems",5142,368.087212339529,0.000525762355415352,0.00113089636095976
28,"e-learning",4,"#984EA380","learning systems",5142,520.196545825423,0.00053134962805526,0.00101908415188208
28,"image enhancement",4,"#984EA380","learning systems",5142,472.437865848227,0.000527983104540655,0.000986163121299726
28,"information fusion",4,"#984EA380","learning systems",5142,690.762339749595,0.000537634408602151,0.00100728209279081
28,"real time",4,"#984EA380","learning systems",5142,659.677654455219,0.000533902829684997,0.000951316975188391
28,"real time decision-making",4,"#984EA380","learning systems",5142,643.285504396623,0.000533333333333333,0.00106975081187342
27,"long short-term memory",4,"#984EA380","learning systems",5142,479.250397579057,0.000529941706412295,0.00105049204870009
27,"traffic congestion",4,"#984EA380","learning systems",5142,318.257394650042,0.000525210084033613,0.00100308736810067
26,"aerial vehicle",4,"#984EA380","learning systems",5142,505.746024710312,0.000535045478865704,0.00117392873966997
26,"agricultural machinery",4,"#984EA380","learning systems",5142,309.174637976686,0.000527983104540655,0.00109642027459397
26,"human computer interaction",4,"#984EA380","learning systems",5142,749.930762706754,0.000541125541125541,0.000934998567580752
26,"safety engineering",4,"#984EA380","learning systems",5142,627.66824567703,0.000536480686695279,0.000978995174608371
26,"sensor networks",4,"#984EA380","learning systems",5142,549.136408363423,0.000531914893617021,0.00102389965122457
26,"situational awareness",4,"#984EA380","learning systems",5142,474.741992894931,0.000527426160337553,0.000773705826146072
25,"optical radar",4,"#984EA380","learning systems",5142,575.612553910847,0.000530785562632696,0.000867859174052458
25,"satellite imagery",4,"#984EA380","learning systems",5142,438.434886772685,0.000531632110579479,0.000974079204227407
24,"computation theory",4,"#984EA380","learning systems",5142,533.914939850786,0.000533049040511727,0.000874045680244455
24,"computer vision",4,"#984EA380","learning systems",5142,664.056435320763,0.000534188034188034,0.000956171560538276
24,"object recognition",4,"#984EA380","learning systems",5142,242.42481024233,0.000521376433785193,0.000991661170880708
23,"deep neural networks",4,"#984EA380","learning systems",5142,426.148372508011,0.000529100529100529,0.000958710597690477
23,"economic and social effects",4,"#984EA380","learning systems",5142,721.925641161591,0.000536193029490617,0.00083143394089707
23,"intelligent vehicle highway systems",4,"#984EA380","learning systems",5142,270.275032760993,0.000521920668058455,0.00102201202521814
23,"multi agent systems",4,"#984EA380","learning systems",5142,377.769187156372,0.000527704485488127,0.00085359405678543
23,"smart agriculture",4,"#984EA380","learning systems",5142,266.245507176503,0.000525210084033613,0.000909296850877715
22,"fault detection",4,"#984EA380","learning systems",5142,365.45120961604,0.000526592943654555,0.000845081860520778
22,"iterative methods",4,"#984EA380","learning systems",5142,619.287535014845,0.000533333333333333,0.00082454972174766
22,"traffic control",4,"#984EA380","learning systems",5142,340.293352376906,0.000526038926880589,0.000803405530417714
21,"uncertainty analysis",4,"#984EA380","learning systems",5142,628.813998002745,0.000534473543559594,0.000772250176753444
22,"urban transportation",4,"#984EA380","learning systems",5142,377.648465355754,0.000528262017960909,0.000838803394987337
21,"data set",4,"#984EA380","learning systems",5142,484.870903417269,0.000528541226215645,0.00067120084323396
21,"intelligent decision-making",4,"#984EA380","learning systems",5142,599.736171103598,0.000533617929562433,0.000756259601727443
21,"intelligent robots",4,"#984EA380","learning systems",5142,546.933608337617,0.000532197977647685,0.000837984349832192
21,"motor transportation",4,"#984EA380","learning systems",5142,291.889498326075,0.000525762355415352,0.000951046166739404
21,"source data",4,"#984EA380","learning systems",5142,333.962852327991,0.000526592943654555,0.000853107698893171
21,"students",4,"#984EA380","learning systems",5142,206.249006754793,0.000521104742053153,0.000696547145631494
18,"synthetic aperture radar",4,"#984EA380","learning systems",5142,147.068503413228,0.000518134715025907,0.000721966403634019
19,"accident prevention",4,"#984EA380","learning systems",5142,507.629180023616,0.000531914893617021,0.000785078654052241
20,"adversarial machine learning",4,"#984EA380","learning systems",5142,256.372217961511,0.000518672199170124,0.000606192646944013
20,"geographic information",4,"#984EA380","learning systems",5142,440.825702978698,0.000530222693531283,0.000889978518337583
20,"machine learning algorithms",4,"#984EA380","learning systems",5142,586.427862462673,0.000531632110579479,0.000900242590859933
20,"military data processing",4,"#984EA380","learning systems",5142,112.464155091817,0.000512295081967213,0.000596362966830939
20,"prediction models",4,"#984EA380","learning systems",5142,429.796616108482,0.000531632110579479,0.000799594740857604
20,"realtime processing",4,"#984EA380","learning systems",5142,476.786927726413,0.000529100529100529,0.000733825583184263
19,"disaster management",4,"#984EA380","learning systems",5142,265.844816648274,0.000522193211488251,0.000796114317144023
19,"financial markets",4,"#984EA380","learning systems",5142,188.947098593784,0.000521920668058455,0.000757395833694392
19,"real-time decision making",4,"#984EA380","learning systems",5142,367.103349296862,0.000528541226215645,0.000847196939212003
18,"weather forecasting",4,"#984EA380","learning systems",5142,483.658244148976,0.000530503978779841,0.000760957859917889
18,"aircraft detection",4,"#984EA380","learning systems",5142,354.936727222347,0.000527426160337553,0.000796945133513331
18,"condition",4,"#984EA380","learning systems",5142,332.216495188997,0.000527148128624143,0.000643578116463529
18,"convolution",4,"#984EA380","learning systems",5142,200.422637345343,0.000521104742053153,0.00079269250979716
18,"decision theory",4,"#984EA380","learning systems",5142,237.376461063616,0.000519210799584631,0.000679592798228477
18,"decision trees",4,"#984EA380","learning systems",5142,360.641959174946,0.000526870389884088,0.000777217410844913
18,"forestry",4,"#984EA380","learning systems",5142,484.603417505153,0.000529941706412295,0.000696068727386322
18,"three dimensional computer graphics",4,"#984EA380","learning systems",5142,383.354253962449,0.000526315789473684,0.000701074903709265
17,"time series analysis",4,"#984EA380","learning systems",5142,340.879836580227,0.000526315789473684,0.000705636558757138
17,"unmanned aerial vehicle",4,"#984EA380","learning systems",5142,324.039888675161,0.000527148128624143,0.000829478189353206
16,"water management",4,"#984EA380","learning systems",5142,220.47173654472,0.000522193211488251,0.00067685672309539
17,"failure analysis",4,"#984EA380","learning systems",5142,187.351375315268,0.000519480519480519,0.000611148095877407
17,"image resolution",4,"#984EA380","learning systems",5142,240.476902212364,0.000521376433785193,0.000597083822639093
17,"image segmentation",4,"#984EA380","learning systems",5142,494.862580317723,0.000528541226215645,0.000749193261447347
17,"intelligent agents",4,"#984EA380","learning systems",5142,339.515212780949,0.000527426160337553,0.000722951641742339
17,"machine learning models",4,"#984EA380","learning systems",5142,335.042116972896,0.000525486074619023,0.000645354603484579
17,"machine learning techniques",4,"#984EA380","learning systems",5142,226.469816113354,0.000521376433785193,0.00060525863075119
17,"military photography",4,"#984EA380","learning systems",5142,93.6353724009425,0.000505305709954523,0.000653331249803329
17,"multi-modal data",4,"#984EA380","learning systems",5142,210.352091751012,0.000520833333333333,0.000588182636137063
17,"multimodal data fusion",4,"#984EA380","learning systems",5142,441.963556136524,0.000530503978779841,0.000731957102808394
17,"navigation",4,"#984EA380","learning systems",5142,239.497272406572,0.000521376433785193,0.00073584640058568
17,"optical remote sensing",4,"#984EA380","learning systems",5142,76.7168322904747,0.000509943906170321,0.000587612555482185
17,"sentiment analysis",4,"#984EA380","learning systems",5142,328.935997735434,0.000523560209424084,0.000681495244286744
16,"short term memory",4,"#984EA380","learning systems",5142,381.83003357119,0.000526315789473684,0.000717712025727087
17,"support vector machines",4,"#984EA380","learning systems",5142,428.648643551201,0.000529941706412295,0.000747519383865891
16,"air navigation",4,"#984EA380","learning systems",5142,254.570301429917,0.000518941359626362,0.000646717828641982
16,"cognitive systems",4,"#984EA380","learning systems",5142,355.628282558546,0.000528541226215645,0.000766638163138886
15,"dynamics",4,"#984EA380","learning systems",5142,327.909551908656,0.000525762355415352,0.000708094285574713
16,"roads and streets",4,"#984EA380","learning systems",5142,185.83278595507,0.000520562207183758,0.000655820158824503
16,"satellites",4,"#984EA380","learning systems",5142,244.383937074651,0.000524658971668416,0.00059290598947836
16,"security systems",4,"#984EA380","learning systems",5142,254.805962501195,0.000523012552301255,0.000626018433875083
15,"accuracy assessment",4,"#984EA380","learning systems",5142,358.259504922273,0.000524658971668416,0.00062303876945675
15,"adaptive control systems",4,"#984EA380","learning systems",5142,275.40970517189,0.000521376433785193,0.000620277419673837
15,"drones",4,"#984EA380","learning systems",5142,252.550870468738,0.000525486074619023,0.000660301395489461
15,"education computing",4,"#984EA380","learning systems",5142,123.126560538689,0.000518403317781234,0.000607439683329427
15,"floods",4,"#984EA380","learning systems",5142,119.1923482485,0.000517330574236937,0.000676795841492845
15,"geology",4,"#984EA380","learning systems",5142,264.645244962239,0.000522739153162572,0.000613882809629548
15,"image fusion",4,"#984EA380","learning systems",5142,321.620128270787,0.000524658971668416,0.000598619019566214
15,"motion planning",4,"#984EA380","learning systems",5142,238.54225992977,0.000522193211488251,0.000749096311488834
15,"multi-sensor fusion",4,"#984EA380","learning systems",5142,144.040669019878,0.000513874614594039,0.000548869069159761
15,"reliability analysis",4,"#984EA380","learning systems",5142,280.726233244597,0.000525486074619023,0.000556110558514283
15,"ships",4,"#984EA380","learning systems",5142,121.101987001205,0.000514933058702369,0.000567965863230446
15,"space optics",4,"#984EA380","learning systems",5142,155.821064354889,0.000518672199170124,0.000576222244883458
15,"teaching",4,"#984EA380","learning systems",5142,104.487779246811,0.000516795865633075,0.000612840144636023
15,"vehicles",4,"#984EA380","learning systems",5142,197.484701451528,0.000521376433785193,0.000591941704552669
